Train_Number,Source_Station,Destination_Station,Avg_Delay
19020,UDN,BDTS,21
19020,ST,NVS,15
19020,ST,BIM,19
19020,ST,BL,20
19020,ST,VAPI,21
19020,ST,PLG,18
19020,ST,VR,21
19020,ST,BVI,16
19020,ST,BDTS,21
19020,NVS,BIM,19
19020,NVS,BL,20
19020,NVS,VAPI,21
19020,NVS,PLG,18
19020,NVS,VR,21
19020,NVS,BVI,16
19020,NVS,BDTS,21
19020,BIM,BL,20
19020,BIM,VAPI,21
19020,BIM,PLG,18
19020,BIM,VR,21
19020,BIM,BVI,16
19020,BIM,BDTS,21
19020,BL,VAPI,21
19020,BL,PLG,18
19020,BL,VR,21
19020,BL,BVI,16
19020,BL,BDTS,21
19020,VAPI,PLG,18
19020,VAPI,VR,21
19020,VAPI,BVI,16
19020,VAPI,BDTS,21
19020,PLG,VR,21
19020,PLG,BVI,16
19020,PLG,BDTS,21
19020,VR,BVI,16
19020,VR,BDTS,21
19020,BVI,BDTS,21
19032,YNRK,HW,16
19032,YNRK,RK,16
19032,YNRK,TPZ,16
19032,YNRK,DBD,20
19032,YNRK,MOZ,20
19032,YNRK,KAT,21
19032,YNRK,SKF,25
19032,YNRK,MUT,27
19032,YNRK,MTC,32
19032,YNRK,MDNR,36
19032,YNRK,GZN,37
19032,YNRK,GZB,20
19032,YNRK,DSA,21
19032,YNRK,DLI,16
19032,YNRK,DEC,21
19032,YNRK,GGN,25
19032,YNRK,PTRD,30
19032,YNRK,RE,27
19032,YNRK,KRH,24
19032,YNRK,AWR,27
19032,YNRK,BKI,25
19032,YNRK,GADJ,36
19032,YNRK,JP,32
19032,YNRK,FL,35
19032,YNRK,NRI,9
19032,YNRK,KSG,37
19032,YNRK,AII,35
19032,YNRK,BER,34
19032,YNRK,HP,37
19032,YNRK,SOD,31
19032,YNRK,MJ,27
19032,YNRK,SOS,30
19032,YNRK,RANI,30
19032,YNRK,FA,32
19032,YNRK,JWB,33
19032,YNRK,PDWA,34
19032,YNRK,ABR,31
19032,YNRK,PNU,20
19032,YNRK,SID,28
19032,YNRK,UJA,30
19032,YNRK,MSH,30
19032,YNRK,KLL,33
19032,YNRK,GNC,27
19032,YNRK,SBIB,24
19032,YNRK,ADI,8
19032,HW,RK,16
19032,HW,TPZ,16
19032,HW,DBD,20
19032,HW,MOZ,20
19032,HW,KAT,21
19032,HW,SKF,25
19032,HW,MUT,27
19032,HW,MTC,32
19032,HW,MDNR,36
19032,HW,GZN,37
19032,HW,GZB,20
19032,HW,DSA,21
19032,HW,DLI,16
19032,HW,DEC,21
19032,HW,GGN,25
19032,HW,PTRD,30
19032,HW,RE,27
19032,HW,KRH,24
19032,HW,AWR,27
19032,HW,BKI,25
19032,HW,GADJ,36
19032,HW,JP,32
19032,HW,FL,35
19032,HW,NRI,9
19032,HW,KSG,37
19032,HW,AII,35
19032,HW,BER,34
19032,HW,HP,37
19032,HW,SOD,31
19032,HW,MJ,27
19032,HW,SOS,30
19032,HW,RANI,30
19032,HW,FA,32
19032,HW,JWB,33
19032,HW,PDWA,34
19032,HW,ABR,31
19032,HW,PNU,20
19032,HW,SID,28
19032,HW,UJA,30
19032,HW,MSH,30
19032,HW,KLL,33
19032,HW,GNC,27
19032,HW,SBIB,24
19032,HW,ADI,8
19032,RK,TPZ,16
19032,RK,DBD,20
19032,RK,MOZ,20
19032,RK,KAT,21
19032,RK,SKF,25
19032,RK,MUT,27
19032,RK,MTC,32
19032,RK,MDNR,36
19032,RK,GZN,37
19032,RK,GZB,20
19032,RK,DSA,21
19032,RK,DLI,16
19032,RK,DEC,21
19032,RK,GGN,25
19032,RK,PTRD,30
19032,RK,RE,27
19032,RK,KRH,24
19032,RK,AWR,27
19032,RK,BKI,25
19032,RK,GADJ,36
19032,RK,JP,32
19032,RK,FL,35
19032,RK,NRI,9
19032,RK,KSG,37
19032,RK,AII,35
19032,RK,BER,34
19032,RK,HP,37
19032,RK,SOD,31
19032,RK,MJ,27
19032,RK,SOS,30
19032,RK,RANI,30
19032,RK,FA,32
19032,RK,JWB,33
19032,RK,PDWA,34
19032,RK,ABR,31
19032,RK,PNU,20
19032,RK,SID,28
19032,RK,UJA,30
19032,RK,MSH,30
19032,RK,KLL,33
19032,RK,GNC,27
19032,RK,SBIB,24
19032,RK,ADI,8
19032,TPZ,DBD,20
19032,TPZ,MOZ,20
19032,TPZ,KAT,21
19032,TPZ,SKF,25
19032,TPZ,MUT,27
19032,TPZ,MTC,32
19032,TPZ,MDNR,36
19032,TPZ,GZN,37
19032,TPZ,GZB,20
19032,TPZ,DSA,21
19032,TPZ,DLI,16
19032,TPZ,DEC,21
19032,TPZ,GGN,25
19032,TPZ,PTRD,30
19032,TPZ,RE,27
19032,TPZ,KRH,24
19032,TPZ,AWR,27
19032,TPZ,BKI,25
19032,TPZ,GADJ,36
19032,TPZ,JP,32
19032,TPZ,FL,35
19032,TPZ,NRI,9
19032,TPZ,KSG,37
19032,TPZ,AII,35
19032,TPZ,BER,34
19032,TPZ,HP,37
19032,TPZ,SOD,31
19032,TPZ,MJ,27
19032,TPZ,SOS,30
19032,TPZ,RANI,30
19032,TPZ,FA,32
19032,TPZ,JWB,33
19032,TPZ,PDWA,34
19032,TPZ,ABR,31
19032,TPZ,PNU,20
19032,TPZ,SID,28
19032,TPZ,UJA,30
19032,TPZ,MSH,30
19032,TPZ,KLL,33
19032,TPZ,GNC,27
19032,TPZ,SBIB,24
19032,TPZ,ADI,8
19032,DBD,MOZ,20
19032,DBD,KAT,21
19032,DBD,SKF,25
19032,DBD,MUT,27
19032,DBD,MTC,32
19032,DBD,MDNR,36
19032,DBD,GZN,37
19032,DBD,GZB,20
19032,DBD,DSA,21
19032,DBD,DLI,16
19032,DBD,DEC,21
19032,DBD,GGN,25
19032,DBD,PTRD,30
19032,DBD,RE,27
19032,DBD,KRH,24
19032,DBD,AWR,27
19032,DBD,BKI,25
19032,DBD,GADJ,36
19032,DBD,JP,32
19032,DBD,FL,35
19032,DBD,NRI,9
19032,DBD,KSG,37
19032,DBD,AII,35
19032,DBD,BER,34
19032,DBD,HP,37
19032,DBD,SOD,31
19032,DBD,MJ,27
19032,DBD,SOS,30
19032,DBD,RANI,30
19032,DBD,FA,32
19032,DBD,JWB,33
19032,DBD,PDWA,34
19032,DBD,ABR,31
19032,DBD,PNU,20
19032,DBD,SID,28
19032,DBD,UJA,30
19032,DBD,MSH,30
19032,DBD,KLL,33
19032,DBD,GNC,27
19032,DBD,SBIB,24
19032,DBD,ADI,8
19032,MOZ,KAT,21
19032,MOZ,SKF,25
19032,MOZ,MUT,27
19032,MOZ,MTC,32
19032,MOZ,MDNR,36
19032,MOZ,GZN,37
19032,MOZ,GZB,20
19032,MOZ,DSA,21
19032,MOZ,DLI,16
19032,MOZ,DEC,21
19032,MOZ,GGN,25
19032,MOZ,PTRD,30
19032,MOZ,RE,27
19032,MOZ,KRH,24
19032,MOZ,AWR,27
19032,MOZ,BKI,25
19032,MOZ,GADJ,36
19032,MOZ,JP,32
19032,MOZ,FL,35
19032,MOZ,NRI,9
19032,MOZ,KSG,37
19032,MOZ,AII,35
19032,MOZ,BER,34
19032,MOZ,HP,37
19032,MOZ,SOD,31
19032,MOZ,MJ,27
19032,MOZ,SOS,30
19032,MOZ,RANI,30
19032,MOZ,FA,32
19032,MOZ,JWB,33
19032,MOZ,PDWA,34
19032,MOZ,ABR,31
19032,MOZ,PNU,20
19032,MOZ,SID,28
19032,MOZ,UJA,30
19032,MOZ,MSH,30
19032,MOZ,KLL,33
19032,MOZ,GNC,27
19032,MOZ,SBIB,24
19032,MOZ,ADI,8
19032,KAT,SKF,25
19032,KAT,MUT,27
19032,KAT,MTC,32
19032,KAT,MDNR,36
19032,KAT,GZN,37
19032,KAT,GZB,20
19032,KAT,DSA,21
19032,KAT,DLI,16
19032,KAT,DEC,21
19032,KAT,GGN,25
19032,KAT,PTRD,30
19032,KAT,RE,27
19032,KAT,KRH,24
19032,KAT,AWR,27
19032,KAT,BKI,25
19032,KAT,GADJ,36
19032,KAT,JP,32
19032,KAT,FL,35
19032,KAT,NRI,9
19032,KAT,KSG,37
19032,KAT,AII,35
19032,KAT,BER,34
19032,KAT,HP,37
19032,KAT,SOD,31
19032,KAT,MJ,27
19032,KAT,SOS,30
19032,KAT,RANI,30
19032,KAT,FA,32
19032,KAT,JWB,33
19032,KAT,PDWA,34
19032,KAT,ABR,31
19032,KAT,PNU,20
19032,KAT,SID,28
19032,KAT,UJA,30
19032,KAT,MSH,30
19032,KAT,KLL,33
19032,KAT,GNC,27
19032,KAT,SBIB,24
19032,KAT,ADI,8
19032,SKF,MUT,27
19032,SKF,MTC,32
19032,SKF,MDNR,36
19032,SKF,GZN,37
19032,SKF,GZB,20
19032,SKF,DSA,21
19032,SKF,DLI,16
19032,SKF,DEC,21
19032,SKF,GGN,25
19032,SKF,PTRD,30
19032,SKF,RE,27
19032,SKF,KRH,24
19032,SKF,AWR,27
19032,SKF,BKI,25
19032,SKF,GADJ,36
19032,SKF,JP,32
19032,SKF,FL,35
19032,SKF,NRI,9
19032,SKF,KSG,37
19032,SKF,AII,35
19032,SKF,BER,34
19032,SKF,HP,37
19032,SKF,SOD,31
19032,SKF,MJ,27
19032,SKF,SOS,30
19032,SKF,RANI,30
19032,SKF,FA,32
19032,SKF,JWB,33
19032,SKF,PDWA,34
19032,SKF,ABR,31
19032,SKF,PNU,20
19032,SKF,SID,28
19032,SKF,UJA,30
19032,SKF,MSH,30
19032,SKF,KLL,33
19032,SKF,GNC,27
19032,SKF,SBIB,24
19032,SKF,ADI,8
19032,MUT,MTC,32
19032,MUT,MDNR,36
19032,MUT,GZN,37
19032,MUT,GZB,20
19032,MUT,DSA,21
19032,MUT,DLI,16
19032,MUT,DEC,21
19032,MUT,GGN,25
19032,MUT,PTRD,30
19032,MUT,RE,27
19032,MUT,KRH,24
19032,MUT,AWR,27
19032,MUT,BKI,25
19032,MUT,GADJ,36
19032,MUT,JP,32
19032,MUT,FL,35
19032,MUT,NRI,9
19032,MUT,KSG,37
19032,MUT,AII,35
19032,MUT,BER,34
19032,MUT,HP,37
19032,MUT,SOD,31
19032,MUT,MJ,27
19032,MUT,SOS,30
19032,MUT,RANI,30
19032,MUT,FA,32
19032,MUT,JWB,33
19032,MUT,PDWA,34
19032,MUT,ABR,31
19032,MUT,PNU,20
19032,MUT,SID,28
19032,MUT,UJA,30
19032,MUT,MSH,30
19032,MUT,KLL,33
19032,MUT,GNC,27
19032,MUT,SBIB,24
19032,MUT,ADI,8
19032,MTC,MDNR,36
19032,MTC,GZN,37
19032,MTC,GZB,20
19032,MTC,DSA,21
19032,MTC,DLI,16
19032,MTC,DEC,21
19032,MTC,GGN,25
19032,MTC,PTRD,30
19032,MTC,RE,27
19032,MTC,KRH,24
19032,MTC,AWR,27
19032,MTC,BKI,25
19032,MTC,GADJ,36
19032,MTC,JP,32
19032,MTC,FL,35
19032,MTC,NRI,9
19032,MTC,KSG,37
19032,MTC,AII,35
19032,MTC,BER,34
19032,MTC,HP,37
19032,MTC,SOD,31
19032,MTC,MJ,27
19032,MTC,SOS,30
19032,MTC,RANI,30
19032,MTC,FA,32
19032,MTC,JWB,33
19032,MTC,PDWA,34
19032,MTC,ABR,31
19032,MTC,PNU,20
19032,MTC,SID,28
19032,MTC,UJA,30
19032,MTC,MSH,30
19032,MTC,KLL,33
19032,MTC,GNC,27
19032,MTC,SBIB,24
19032,MTC,ADI,8
19032,MDNR,GZN,37
19032,MDNR,GZB,20
19032,MDNR,DSA,21
19032,MDNR,DLI,16
19032,MDNR,DEC,21
19032,MDNR,GGN,25
19032,MDNR,PTRD,30
19032,MDNR,RE,27
19032,MDNR,KRH,24
19032,MDNR,AWR,27
19032,MDNR,BKI,25
19032,MDNR,GADJ,36
19032,MDNR,JP,32
19032,MDNR,FL,35
19032,MDNR,NRI,9
19032,MDNR,KSG,37
19032,MDNR,AII,35
19032,MDNR,BER,34
19032,MDNR,HP,37
19032,MDNR,SOD,31
19032,MDNR,MJ,27
19032,MDNR,SOS,30
19032,MDNR,RANI,30
19032,MDNR,FA,32
19032,MDNR,JWB,33
19032,MDNR,PDWA,34
19032,MDNR,ABR,31
19032,MDNR,PNU,20
19032,MDNR,SID,28
19032,MDNR,UJA,30
19032,MDNR,MSH,30
19032,MDNR,KLL,33
19032,MDNR,GNC,27
19032,MDNR,SBIB,24
19032,MDNR,ADI,8
19032,GZN,GZB,20
19032,GZN,DSA,21
19032,GZN,DLI,16
19032,GZN,DEC,21
19032,GZN,GGN,25
19032,GZN,PTRD,30
19032,GZN,RE,27
19032,GZN,KRH,24
19032,GZN,AWR,27
19032,GZN,BKI,25
19032,GZN,GADJ,36
19032,GZN,JP,32
19032,GZN,FL,35
19032,GZN,NRI,9
19032,GZN,KSG,37
19032,GZN,AII,35
19032,GZN,BER,34
19032,GZN,HP,37
19032,GZN,SOD,31
19032,GZN,MJ,27
19032,GZN,SOS,30
19032,GZN,RANI,30
19032,GZN,FA,32
19032,GZN,JWB,33
19032,GZN,PDWA,34
19032,GZN,ABR,31
19032,GZN,PNU,20
19032,GZN,SID,28
19032,GZN,UJA,30
19032,GZN,MSH,30
19032,GZN,KLL,33
19032,GZN,GNC,27
19032,GZN,SBIB,24
19032,GZN,ADI,8
19032,GZB,DSA,21
19032,GZB,DLI,16
19032,GZB,DEC,21
19032,GZB,GGN,25
19032,GZB,PTRD,30
19032,GZB,RE,27
19032,GZB,KRH,24
19032,GZB,AWR,27
19032,GZB,BKI,25
19032,GZB,GADJ,36
19032,GZB,JP,32
19032,GZB,FL,35
19032,GZB,NRI,9
19032,GZB,KSG,37
19032,GZB,AII,35
19032,GZB,BER,34
19032,GZB,HP,37
19032,GZB,SOD,31
19032,GZB,MJ,27
19032,GZB,SOS,30
19032,GZB,RANI,30
19032,GZB,FA,32
19032,GZB,JWB,33
19032,GZB,PDWA,34
19032,GZB,ABR,31
19032,GZB,PNU,20
19032,GZB,SID,28
19032,GZB,UJA,30
19032,GZB,MSH,30
19032,GZB,KLL,33
19032,GZB,GNC,27
19032,GZB,SBIB,24
19032,GZB,ADI,8
19032,DSA,DLI,16
19032,DSA,DEC,21
19032,DSA,GGN,25
19032,DSA,PTRD,30
19032,DSA,RE,27
19032,DSA,KRH,24
19032,DSA,AWR,27
19032,DSA,BKI,25
19032,DSA,GADJ,36
19032,DSA,JP,32
19032,DSA,FL,35
19032,DSA,NRI,9
19032,DSA,KSG,37
19032,DSA,AII,35
19032,DSA,BER,34
19032,DSA,HP,37
19032,DSA,SOD,31
19032,DSA,MJ,27
19032,DSA,SOS,30
19032,DSA,RANI,30
19032,DSA,FA,32
19032,DSA,JWB,33
19032,DSA,PDWA,34
19032,DSA,ABR,31
19032,DSA,PNU,20
19032,DSA,SID,28
19032,DSA,UJA,30
19032,DSA,MSH,30
19032,DSA,KLL,33
19032,DSA,GNC,27
19032,DSA,SBIB,24
19032,DSA,ADI,8
19032,DLI,DEC,21
19032,DLI,GGN,25
19032,DLI,PTRD,30
19032,DLI,RE,27
19032,DLI,KRH,24
19032,DLI,AWR,27
19032,DLI,BKI,25
19032,DLI,GADJ,36
19032,DLI,JP,32
19032,DLI,FL,35
19032,DLI,NRI,9
19032,DLI,KSG,37
19032,DLI,AII,35
19032,DLI,BER,34
19032,DLI,HP,37
19032,DLI,SOD,31
19032,DLI,MJ,27
19032,DLI,SOS,30
19032,DLI,RANI,30
19032,DLI,FA,32
19032,DLI,JWB,33
19032,DLI,PDWA,34
19032,DLI,ABR,31
19032,DLI,PNU,20
19032,DLI,SID,28
19032,DLI,UJA,30
19032,DLI,MSH,30
19032,DLI,KLL,33
19032,DLI,GNC,27
19032,DLI,SBIB,24
19032,DLI,ADI,8
19032,DEC,GGN,25
19032,DEC,PTRD,30
19032,DEC,RE,27
19032,DEC,KRH,24
19032,DEC,AWR,27
19032,DEC,BKI,25
19032,DEC,GADJ,36
19032,DEC,JP,32
19032,DEC,FL,35
19032,DEC,NRI,9
19032,DEC,KSG,37
19032,DEC,AII,35
19032,DEC,BER,34
19032,DEC,HP,37
19032,DEC,SOD,31
19032,DEC,MJ,27
19032,DEC,SOS,30
19032,DEC,RANI,30
19032,DEC,FA,32
19032,DEC,JWB,33
19032,DEC,PDWA,34
19032,DEC,ABR,31
19032,DEC,PNU,20
19032,DEC,SID,28
19032,DEC,UJA,30
19032,DEC,MSH,30
19032,DEC,KLL,33
19032,DEC,GNC,27
19032,DEC,SBIB,24
19032,DEC,ADI,8
19032,GGN,PTRD,30
19032,GGN,RE,27
19032,GGN,KRH,24
19032,GGN,AWR,27
19032,GGN,BKI,25
19032,GGN,GADJ,36
19032,GGN,JP,32
19032,GGN,FL,35
19032,GGN,NRI,9
19032,GGN,KSG,37
19032,GGN,AII,35
19032,GGN,BER,34
19032,GGN,HP,37
19032,GGN,SOD,31
19032,GGN,MJ,27
19032,GGN,SOS,30
19032,GGN,RANI,30
19032,GGN,FA,32
19032,GGN,JWB,33
19032,GGN,PDWA,34
19032,GGN,ABR,31
19032,GGN,PNU,20
19032,GGN,SID,28
19032,GGN,UJA,30
19032,GGN,MSH,30
19032,GGN,KLL,33
19032,GGN,GNC,27
19032,GGN,SBIB,24
19032,GGN,ADI,8
19032,PTRD,RE,27
19032,PTRD,KRH,24
19032,PTRD,AWR,27
19032,PTRD,BKI,25
19032,PTRD,GADJ,36
19032,PTRD,JP,32
19032,PTRD,FL,35
19032,PTRD,NRI,9
19032,PTRD,KSG,37
19032,PTRD,AII,35
19032,PTRD,BER,34
19032,PTRD,HP,37
19032,PTRD,SOD,31
19032,PTRD,MJ,27
19032,PTRD,SOS,30
19032,PTRD,RANI,30
19032,PTRD,FA,32
19032,PTRD,JWB,33
19032,PTRD,PDWA,34
19032,PTRD,ABR,31
19032,PTRD,PNU,20
19032,PTRD,SID,28
19032,PTRD,UJA,30
19032,PTRD,MSH,30
19032,PTRD,KLL,33
19032,PTRD,GNC,27
19032,PTRD,SBIB,24
19032,PTRD,ADI,8
19032,RE,KRH,24
19032,RE,AWR,27
19032,RE,BKI,25
19032,RE,GADJ,36
19032,RE,JP,32
19032,RE,FL,35
19032,RE,NRI,9
19032,RE,KSG,37
19032,RE,AII,35
19032,RE,BER,34
19032,RE,HP,37
19032,RE,SOD,31
19032,RE,MJ,27
19032,RE,SOS,30
19032,RE,RANI,30
19032,RE,FA,32
19032,RE,JWB,33
19032,RE,PDWA,34
19032,RE,ABR,31
19032,RE,PNU,20
19032,RE,SID,28
19032,RE,UJA,30
19032,RE,MSH,30
19032,RE,KLL,33
19032,RE,GNC,27
19032,RE,SBIB,24
19032,RE,ADI,8
19032,KRH,AWR,27
19032,KRH,BKI,25
19032,KRH,GADJ,36
19032,KRH,JP,32
19032,KRH,FL,35
19032,KRH,NRI,9
19032,KRH,KSG,37
19032,KRH,AII,35
19032,KRH,BER,34
19032,KRH,HP,37
19032,KRH,SOD,31
19032,KRH,MJ,27
19032,KRH,SOS,30
19032,KRH,RANI,30
19032,KRH,FA,32
19032,KRH,JWB,33
19032,KRH,PDWA,34
19032,KRH,ABR,31
19032,KRH,PNU,20
19032,KRH,SID,28
19032,KRH,UJA,30
19032,KRH,MSH,30
19032,KRH,KLL,33
19032,KRH,GNC,27
19032,KRH,SBIB,24
19032,KRH,ADI,8
19032,AWR,BKI,25
19032,AWR,GADJ,36
19032,AWR,JP,32
19032,AWR,FL,35
19032,AWR,NRI,9
19032,AWR,KSG,37
19032,AWR,AII,35
19032,AWR,BER,34
19032,AWR,HP,37
19032,AWR,SOD,31
19032,AWR,MJ,27
19032,AWR,SOS,30
19032,AWR,RANI,30
19032,AWR,FA,32
19032,AWR,JWB,33
19032,AWR,PDWA,34
19032,AWR,ABR,31
19032,AWR,PNU,20
19032,AWR,SID,28
19032,AWR,UJA,30
19032,AWR,MSH,30
19032,AWR,KLL,33
19032,AWR,GNC,27
19032,AWR,SBIB,24
19032,AWR,ADI,8
19032,BKI,GADJ,36
19032,BKI,JP,32
19032,BKI,FL,35
19032,BKI,NRI,9
19032,BKI,KSG,37
19032,BKI,AII,35
19032,BKI,BER,34
19032,BKI,HP,37
19032,BKI,SOD,31
19032,BKI,MJ,27
19032,BKI,SOS,30
19032,BKI,RANI,30
19032,BKI,FA,32
19032,BKI,JWB,33
19032,BKI,PDWA,34
19032,BKI,ABR,31
19032,BKI,PNU,20
19032,BKI,SID,28
19032,BKI,UJA,30
19032,BKI,MSH,30
19032,BKI,KLL,33
19032,BKI,GNC,27
19032,BKI,SBIB,24
19032,BKI,ADI,8
19032,GADJ,JP,32
19032,GADJ,FL,35
19032,GADJ,NRI,9
19032,GADJ,KSG,37
19032,GADJ,AII,35
19032,GADJ,BER,34
19032,GADJ,HP,37
19032,GADJ,SOD,31
19032,GADJ,MJ,27
19032,GADJ,SOS,30
19032,GADJ,RANI,30
19032,GADJ,FA,32
19032,GADJ,JWB,33
19032,GADJ,PDWA,34
19032,GADJ,ABR,31
19032,GADJ,PNU,20
19032,GADJ,SID,28
19032,GADJ,UJA,30
19032,GADJ,MSH,30
19032,GADJ,KLL,33
19032,GADJ,GNC,27
19032,GADJ,SBIB,24
19032,GADJ,ADI,8
19032,JP,FL,35
19032,JP,NRI,9
19032,JP,KSG,37
19032,JP,AII,35
19032,JP,BER,34
19032,JP,HP,37
19032,JP,SOD,31
19032,JP,MJ,27
19032,JP,SOS,30
19032,JP,RANI,30
19032,JP,FA,32
19032,JP,JWB,33
19032,JP,PDWA,34
19032,JP,ABR,31
19032,JP,PNU,20
19032,JP,SID,28
19032,JP,UJA,30
19032,JP,MSH,30
19032,JP,KLL,33
19032,JP,GNC,27
19032,JP,SBIB,24
19032,JP,ADI,8
19032,FL,NRI,9
19032,FL,KSG,37
19032,FL,AII,35
19032,FL,BER,34
19032,FL,HP,37
19032,FL,SOD,31
19032,FL,MJ,27
19032,FL,SOS,30
19032,FL,RANI,30
19032,FL,FA,32
19032,FL,JWB,33
19032,FL,PDWA,34
19032,FL,ABR,31
19032,FL,PNU,20
19032,FL,SID,28
19032,FL,UJA,30
19032,FL,MSH,30
19032,FL,KLL,33
19032,FL,GNC,27
19032,FL,SBIB,24
19032,FL,ADI,8
19032,NRI,KSG,37
19032,NRI,AII,35
19032,NRI,BER,34
19032,NRI,HP,37
19032,NRI,SOD,31
19032,NRI,MJ,27
19032,NRI,SOS,30
19032,NRI,RANI,30
19032,NRI,FA,32
19032,NRI,JWB,33
19032,NRI,PDWA,34
19032,NRI,ABR,31
19032,NRI,PNU,20
19032,NRI,SID,28
19032,NRI,UJA,30
19032,NRI,MSH,30
19032,NRI,KLL,33
19032,NRI,GNC,27
19032,NRI,SBIB,24
19032,NRI,ADI,8
19032,KSG,AII,35
19032,KSG,BER,34
19032,KSG,HP,37
19032,KSG,SOD,31
19032,KSG,MJ,27
19032,KSG,SOS,30
19032,KSG,RANI,30
19032,KSG,FA,32
19032,KSG,JWB,33
19032,KSG,PDWA,34
19032,KSG,ABR,31
19032,KSG,PNU,20
19032,KSG,SID,28
19032,KSG,UJA,30
19032,KSG,MSH,30
19032,KSG,KLL,33
19032,KSG,GNC,27
19032,KSG,SBIB,24
19032,KSG,ADI,8
19032,AII,BER,34
19032,AII,HP,37
19032,AII,SOD,31
19032,AII,MJ,27
19032,AII,SOS,30
19032,AII,RANI,30
19032,AII,FA,32
19032,AII,JWB,33
19032,AII,PDWA,34
19032,AII,ABR,31
19032,AII,PNU,20
19032,AII,SID,28
19032,AII,UJA,30
19032,AII,MSH,30
19032,AII,KLL,33
19032,AII,GNC,27
19032,AII,SBIB,24
19032,AII,ADI,8
19032,BER,HP,37
19032,BER,SOD,31
19032,BER,MJ,27
19032,BER,SOS,30
19032,BER,RANI,30
19032,BER,FA,32
19032,BER,JWB,33
19032,BER,PDWA,34
19032,BER,ABR,31
19032,BER,PNU,20
19032,BER,SID,28
19032,BER,UJA,30
19032,BER,MSH,30
19032,BER,KLL,33
19032,BER,GNC,27
19032,BER,SBIB,24
19032,BER,ADI,8
19032,HP,SOD,31
19032,HP,MJ,27
19032,HP,SOS,30
19032,HP,RANI,30
19032,HP,FA,32
19032,HP,JWB,33
19032,HP,PDWA,34
19032,HP,ABR,31
19032,HP,PNU,20
19032,HP,SID,28
19032,HP,UJA,30
19032,HP,MSH,30
19032,HP,KLL,33
19032,HP,GNC,27
19032,HP,SBIB,24
19032,HP,ADI,8
19032,SOD,MJ,27
19032,SOD,SOS,30
19032,SOD,RANI,30
19032,SOD,FA,32
19032,SOD,JWB,33
19032,SOD,PDWA,34
19032,SOD,ABR,31
19032,SOD,PNU,20
19032,SOD,SID,28
19032,SOD,UJA,30
19032,SOD,MSH,30
19032,SOD,KLL,33
19032,SOD,GNC,27
19032,SOD,SBIB,24
19032,SOD,ADI,8
19032,MJ,SOS,30
19032,MJ,RANI,30
19032,MJ,FA,32
19032,MJ,JWB,33
19032,MJ,PDWA,34
19032,MJ,ABR,31
19032,MJ,PNU,20
19032,MJ,SID,28
19032,MJ,UJA,30
19032,MJ,MSH,30
19032,MJ,KLL,33
19032,MJ,GNC,27
19032,MJ,SBIB,24
19032,MJ,ADI,8
19032,SOS,RANI,30
19032,SOS,FA,32
19032,SOS,JWB,33
19032,SOS,PDWA,34
19032,SOS,ABR,31
19032,SOS,PNU,20
19032,SOS,SID,28
19032,SOS,UJA,30
19032,SOS,MSH,30
19032,SOS,KLL,33
19032,SOS,GNC,27
19032,SOS,SBIB,24
19032,SOS,ADI,8
19032,RANI,FA,32
19032,RANI,JWB,33
19032,RANI,PDWA,34
19032,RANI,ABR,31
19032,RANI,PNU,20
19032,RANI,SID,28
19032,RANI,UJA,30
19032,RANI,MSH,30
19032,RANI,KLL,33
19032,RANI,GNC,27
19032,RANI,SBIB,24
19032,RANI,ADI,8
19032,FA,JWB,33
19032,FA,PDWA,34
19032,FA,ABR,31
19032,FA,PNU,20
19032,FA,SID,28
19032,FA,UJA,30
19032,FA,MSH,30
19032,FA,KLL,33
19032,FA,GNC,27
19032,FA,SBIB,24
19032,FA,ADI,8
19032,JWB,PDWA,34
19032,JWB,ABR,31
19032,JWB,PNU,20
19032,JWB,SID,28
19032,JWB,UJA,30
19032,JWB,MSH,30
19032,JWB,KLL,33
19032,JWB,GNC,27
19032,JWB,SBIB,24
19032,JWB,ADI,8
19032,PDWA,ABR,31
19032,PDWA,PNU,20
19032,PDWA,SID,28
19032,PDWA,UJA,30
19032,PDWA,MSH,30
19032,PDWA,KLL,33
19032,PDWA,GNC,27
19032,PDWA,SBIB,24
19032,PDWA,ADI,8
19032,ABR,PNU,20
19032,ABR,SID,28
19032,ABR,UJA,30
19032,ABR,MSH,30
19032,ABR,KLL,33
19032,ABR,GNC,27
19032,ABR,SBIB,24
19032,ABR,ADI,8
19032,PNU,SID,28
19032,PNU,UJA,30
19032,PNU,MSH,30
19032,PNU,KLL,33
19032,PNU,GNC,27
19032,PNU,SBIB,24
19032,PNU,ADI,8
19032,SID,UJA,30
19032,SID,MSH,30
19032,SID,KLL,33
19032,SID,GNC,27
19032,SID,SBIB,24
19032,SID,ADI,8
19032,UJA,MSH,30
19032,UJA,KLL,33
19032,UJA,GNC,27
19032,UJA,SBIB,24
19032,UJA,ADI,8
19032,MSH,KLL,33
19032,MSH,GNC,27
19032,MSH,SBIB,24
19032,MSH,ADI,8
19032,KLL,GNC,27
19032,KLL,SBIB,24
19032,KLL,ADI,8
19032,GNC,SBIB,24
19032,GNC,ADI,8
19032,SBIB,ADI,8
19037,BDTS,ADH,16
19037,BDTS,BVI,15
19037,BDTS,BOR,20
19037,BDTS,VAPI,25
19037,BDTS,BL,26
19037,BDTS,ST,13
19037,BDTS,AKV,16
19037,BDTS,BRC,16
19037,BDTS,DRL,20
